Start Date,End Date,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited,Photos
1997/12,1998/03,American Studies Seminar In California,Mike Kowalewski,Winter,25,USA,USA
1997/06,1997/08,Economics Seminar In Cambridge,George Lamson,Summer,21,UK,UK
1998/03,1998/06,English Seminar In London,Frank Morral,Spring,21,UK,UK
1998/03,1998/06,French Language In Pau I,Éva Pósfay,Spring,15,France,France
1998/03,1998/06,French Seminar In Paris,Cathy Yandell,Spring,23,France,France
1997/08,1997/11,Geology Seminar In Italy,David Bice,Fall,25,Italy,Italy
1997/08,1997/11,"German Seminar In Graz, Austria",Anne Ulmer,Fall,17,Austria,Austria
1997/12,1998/03,Marine Biology Seminar In Australia & New Zealand,Gary  Wagenbach,Winter,25,Australia,"Australia, New Zealand"
1997/08,1997/11,"Political Science Seminar In Washington, D.C.",Steven Schier,Fall,20,USA,USA
1997/12,1998/03,Spanish Seminar In Morelia,Humberto Huergo,Winter,13,Mexico,Mexico
